Coordinates,Wi-FI RSSI,LoRa RSSI,LoRa SNR
402478368,-1116389760,-39.00,-103.00,"5.25,"
402479104,-1116390528,-38.00,-112.00,"-1.75,"
402478688,-1116390016,-43.00,-106.00,"4.00,"
402480320,-1116388864,-60.00,-116.00,"-11.00,"
402477632,-1116390400,-63.00,-108.00,"0.50,"
402478720,-1116389504,-12.00,-106.00,"0.25,"
402478720,-1116389504,-30.00,-104.00,"4.75,"
