latitude,longitude,Wi-Fi RSSI,Wi-Fi RSSI 2,RSSI,SNR,packet_num
40.2459008,-111.6400512,nan,nan,-80.00,5.50,45,2022-03-28 09:36:11.303856
40.245904,-111.6399488,nan,nan,-73.00,6.75,46,2022-03-28 09:36:12.294630
40.245904,-111.6399104,nan,nan,-73.00,6.25,47,2022-03-28 09:36:13.285058
40.2459104,-111.6398848,-37.00,-39.00,-74.00,6.75,48,2022-03-28 09:36:14.456927
40.2459072,-111.639872,-37.00,-39.00,-73.00,6.50,49,2022-03-28 09:36:16.179027
40.2459072,-111.639872,nan,nan,-72.00,6.00,50,2022-03-28 09:36:17.745569
40.2459072,-111.639872,nan,nan,-77.00,6.25,53,2022-03-28 09:36:20.234869
40.2459072,-111.639872,nan,nan,-78.00,6.00,54,2022-03-28 09:36:21.225510
40.2459072,-111.639872,nan,nan,-81.00,6.00,55,2022-03-28 09:36:22.217776
40.2459072,-111.639872,nan,nan,-84.00,6.00,56,2022-03-28 09:36:23.208182
40.2459072,-111.639872,nan,nan,-87.00,6.00,57,2022-03-28 09:36:24.200527
40.2459072,-111.639872,nan,nan,-87.00,6.25,58,2022-03-28 09:36:25.191035
40.2459168,-111.6399616,-48.00,-50.00,-91.00,5.75,59,2022-03-28 09:36:26.196495
40.2459168,-111.6399616,-48.00,-50.00,-87.00,6.00,60,2022-03-28 09:36:27.557135
40.2459168,-111.6399616,nan,nan,-89.00,6.25,61,2022-03-28 09:36:29.074162
40.2459168,-111.6399616,nan,nan,-83.00,6.25,62,2022-03-28 09:36:29.191164
40.2459168,-111.6399616,nan,nan,-81.00,6.25,63,2022-03-28 09:36:30.182793
40.2459168,-111.6399616,nan,nan,-81.00,6.50,64,2022-03-28 09:36:31.174778
40.2459168,-111.6399616,nan,nan,-83.00,6.50,65,2022-03-28 09:36:32.166164
40.2459168,-111.6399616,nan,nan,-81.00,6.25,66,2022-03-28 09:36:33.158259
40.2459168,-111.6399616,nan,nan,-80.00,6.50,67,2022-03-28 09:36:34.149925
40.2459168,-111.6399616,nan,nan,-82.00,7.00,68,2022-03-28 09:36:35.141707
40.2459168,-111.6399616,nan,nan,-82.00,6.75,69,2022-03-28 09:36:36.133364
40.2459168,-111.6399616,nan,nan,-86.00,5.75,70,2022-03-28 09:36:37.125618
40.2459168,-111.6399616,nan,nan,-85.00,6.25,71,2022-03-28 09:36:38.117107
40.2459168,-111.6399616,-52.00,-52.00,-85.00,6.50,72,2022-03-28 09:36:39.123698
40.2459168,-111.6399616,nan,nan,-80.00,6.00,73,2022-03-28 09:36:40.442761
40.2459168,-111.6399616,nan,nan,-81.00,6.25,74,2022-03-28 09:36:41.111368
40.2459168,-111.6399616,nan,nan,-80.00,6.50,75,2022-03-28 09:36:42.103022
40.2459168,-111.6399616,nan,nan,-81.00,6.50,76,2022-03-28 09:36:43.095078
40.2459168,-111.6399616,-47.00,-45.00,-80.00,6.25,77,2022-03-28 09:36:44.101145
40.2459168,-111.6399616,nan,nan,-81.00,6.50,78,2022-03-28 09:36:45.456839
40.2459168,-111.6399616,nan,nan,-79.00,6.50,79,2022-03-28 09:36:46.089296
40.2459168,-111.6399616,nan,nan,-85.00,6.00,80,2022-03-28 09:36:47.080894
40.2459168,-111.6399616,nan,nan,-83.00,6.25,81,2022-03-28 09:36:48.072460
40.2459168,-111.6399616,nan,nan,-88.00,6.25,82,2022-03-28 09:36:49.064666
40.2459168,-111.6399616,nan,nan,-82.00,6.75,83,2022-03-28 09:36:50.056190
40.2459168,-111.6399616,nan,nan,-76.00,6.50,84,2022-03-28 09:36:51.048160
40.2459168,-111.6399616,-41.00,-39.00,-79.00,6.00,85,2022-03-28 09:36:52.054174
40.2459168,-111.6399616,-41.00,-39.00,-81.00,6.50,86,2022-03-28 09:36:53.358880
40.2459168,-111.6399616,-41.00,-39.00,-74.00,5.75,87,2022-03-28 09:36:54.671394
40.2459168,-111.6399616,nan,nan,-75.00,6.25,88,2022-03-28 09:36:55.988208
40.2459168,-111.6399616,nan,nan,-74.00,6.50,89,2022-03-28 09:36:56.060862
40.2459168,-111.6399616,nan,nan,-76.00,6.25,90,2022-03-28 09:36:57.053026
40.2459168,-111.6399616,nan,nan,-73.00,6.50,91,2022-03-28 09:36:58.044536
40.2459168,-111.6399616,nan,nan,-77.00,6.50,92,2022-03-28 09:36:59.036654
40.2459168,-111.6399616,nan,nan,-77.00,6.75,93,2022-03-28 09:37:00.027962
40.2459168,-111.6399616,nan,nan,-77.00,6.75,94,2022-03-28 09:37:01.020106
40.2459168,-111.6399616,nan,nan,-77.00,6.25,95,2022-03-28 09:37:02.011598
40.2459168,-111.6399616,nan,nan,-80.00,6.50,96,2022-03-28 09:37:03.003525
40.2459168,-111.6399616,nan,nan,-82.00,6.50,97,2022-03-28 09:37:03.995208
40.2459168,-111.6399616,nan,nan,-87.00,6.25,98,2022-03-28 09:37:04.987170
40.2459168,-111.6399616,nan,nan,-86.00,6.25,99,2022-03-28 09:37:05.978728
40.2459168,-111.6399616,nan,nan,-86.00,5.75,100,2022-03-28 09:37:06.972624
40.2459168,-111.6399616,nan,nan,-83.00,6.25,101,2022-03-28 09:37:07.965307
40.2459168,-111.6399616,nan,nan,-83.00,6.50,102,2022-03-28 09:37:08.958437
40.2459168,-111.6399616,nan,nan,-84.00,6.00,103,2022-03-28 09:37:09.951173
40.2459168,-111.6399616,nan,nan,-83.00,6.00,104,2022-03-28 09:37:10.944032
40.2459168,-111.6399616,nan,nan,-83.00,6.00,105,2022-03-28 09:37:11.936587
40.2459168,-111.6399616,nan,nan,-86.00,5.75,106,2022-03-28 09:37:12.929731
40.2459168,-111.6399616,nan,nan,-96.00,6.25,107,2022-03-28 09:37:13.922173
40.2459168,40.2456608,-65.00,-70.00,-87.00,6.50,108,2022-03-28 09:37:14.926748
40.2459168,40.2456608,-64.00,-70.00,-85.00,6.00,109,2022-03-28 09:37:16.112047
40.2459168,40.2456608,nan,nan,-85.00,5.75,110,2022-03-28 09:37:17.308071
40.2459168,40.2456608,nan,-56.00,-84.00,6.75,111,2022-03-28 09:37:17.932419
40.2459168,40.2456608,-54.00,-56.00,-89.00,6.50,112,2022-03-28 09:37:19.065717
40.2459168,40.2456608,-54.00,nan,-86.00,5.50,113,2022-03-28 09:37:20.259559
40.2459168,40.2456608,nan,nan,-91.00,6.25,114,2022-03-28 09:37:21.421866
40.2459168,40.2456608,nan,nan,-86.00,6.75,115,2022-03-28 09:37:21.932660
40.2459168,40.2456608,nan,nan,-81.00,6.50,116,2022-03-28 09:37:22.925423
40.2459168,40.2456608,nan,nan,-80.00,6.75,117,2022-03-28 09:37:23.918353
40.2459168,40.2456608,nan,nan,-76.00,7.25,118,2022-03-28 09:37:24.910904
40.2459168,40.2456608,nan,nan,-75.00,6.00,119,2022-03-28 09:37:25.903906
40.2459168,40.2456608,nan,nan,-79.00,6.75,120,2022-03-28 09:37:26.896673
40.2459168,40.2456608,nan,nan,-79.00,6.75,121,2022-03-28 09:37:27.889439
40.2459168,40.2456608,nan,nan,-75.00,6.50,122,2022-03-28 09:37:28.881832
40.2459168,40.2456608,nan,nan,-76.00,6.50,123,2022-03-28 09:37:29.875186
40.2459168,40.2456608,nan,nan,-79.00,6.50,124,2022-03-28 09:37:30.867433
40.2459168,40.2456608,nan,nan,-84.00,6.00,125,2022-03-28 09:37:31.860286
40.2459168,40.2456608,nan,nan,-88.00,6.50,126,2022-03-28 09:37:32.852890
40.2457152,-111.6398208,nan,nan,-90.00,6.25,127,2022-03-28 09:37:33.847166
40.2457152,-111.6398208,nan,nan,-90.00,6.00,128,2022-03-28 09:37:34.838113
40.2457152,-111.6398208,nan,nan,-93.00,6.00,129,2022-03-28 09:37:35.830321
40.2457152,-111.6398208,nan,nan,-96.00,5.25,130,2022-03-28 09:37:36.823522
40.2457152,-111.6398208,nan,nan,-91.00,5.75,131,2022-03-28 09:37:37.815834
40.2454848,-111.639872,nan,nan,-86.00,6.00,132,2022-03-28 09:37:38.809035
40.2454848,-111.639872,nan,nan,-88.00,6.25,133,2022-03-28 09:37:39.801684
40.2454848,-111.639872,nan,nan,-94.00,6.00,134,2022-03-28 09:37:40.794446
40.2454848,-111.639872,nan,nan,-100.00,5.00,135,2022-03-28 09:37:41.788069
40.2454848,-111.639872,nan,nan,-98.00,4.25,136,2022-03-28 09:37:42.779931
40.2454336,-111.6398848,nan,nan,-93.00,5.75,137,2022-03-28 09:37:43.773646
40.2454336,-111.6398848,-59.00,-55.00,-99.00,4.75,138,2022-03-28 09:37:44.780338
40.2454336,-111.6398848,-59.00,-55.00,-84.00,5.75,139,2022-03-28 09:37:46.328189
40.2454336,-111.6398848,nan,nan,-84.00,6.50,140,2022-03-28 09:37:47.556566
40.2454336,-111.6398848,nan,nan,-83.00,6.00,141,2022-03-28 09:37:47.780452
40.2456256,-111.6398464,nan,nan,-83.00,6.75,142,2022-03-28 09:37:48.773763
40.2456256,-111.6398464,nan,nan,-94.00,6.00,143,2022-03-28 09:37:49.766081
40.2456256,-111.6398464,nan,nan,-84.00,6.25,144,2022-03-28 09:37:50.759065
40.2456256,-111.6398464,nan,nan,-86.00,6.50,145,2022-03-28 09:37:51.751600
40.2456256,-111.6398464,nan,nan,-88.00,5.50,146,2022-03-28 09:37:52.744619
40.2456672,-111.6397824,nan,nan,-89.00,5.25,147,2022-03-28 09:37:53.738348
40.2456672,-111.6397824,nan,nan,-92.00,5.25,148,2022-03-28 09:37:54.730363
40.2456672,-111.6397824,nan,nan,-88.00,6.00,149,2022-03-28 09:37:55.723587
40.2456672,-111.6397824,nan,nan,-84.00,5.75,150,2022-03-28 09:37:56.715635
40.2456672,-111.6397824,nan,nan,-98.00,5.00,151,2022-03-28 09:37:57.709091
40.2456032,-111.6397952,nan,nan,-92.00,6.00,152,2022-03-28 09:37:58.700789
40.2455904,-111.6397952,nan,nan,-93.00,6.00,153,2022-03-28 09:37:59.692305
40.2455904,-111.6397952,nan,nan,-96.00,4.50,154,2022-03-28 09:38:01.313424
40.2456,-111.6397952,nan,nan,-99.00,3.75,155,2022-03-28 09:38:02.305038
40.245616,-111.639808,nan,nan,-88.00,5.50,156,2022-03-28 09:38:03.296698
40.24568,-111.6398208,nan,nan,-85.00,6.50,157,2022-03-28 09:38:04.440880
40.2457152,-111.6398208,nan,nan,-90.00,5.50,158,2022-03-28 09:38:05.432536
40.2457152,-111.6398208,nan,nan,-87.00,6.50,159,2022-03-28 09:38:06.423143
40.245744,-111.6398208,nan,nan,-83.00,5.75,160,2022-03-28 09:38:07.416470
40.2457664,-111.6398336,-46.00,-44.00,-72.00,6.50,162,2022-03-28 09:38:10.273322
40.2457664,-111.6398336,nan,nan,-75.00,6.25,163,2022-03-28 09:38:12.103644
40.2457888,-111.639872,nan,nan,-78.00,5.50,164,2022-03-28 09:38:12.796457
40.2457984,-111.6398848,nan,nan,-74.00,5.75,165,2022-03-28 09:38:13.787845
40.2457984,-111.6398848,-44.00,-40.00,-78.00,6.00,166,2022-03-28 09:38:14.793077
40.2457984,-111.6398848,nan,nan,-80.00,6.50,167,2022-03-28 09:38:16.338097
40.2458336,-111.6399744,nan,nan,-76.00,6.75,168,2022-03-28 09:38:17.329659
40.2458464,-111.6400256,nan,nan,-79.00,5.75,169,2022-03-28 09:38:18.320942
40.245888,-111.6401152,nan,nan,-75.00,6.25,170,2022-03-28 09:38:19.441170
40.2459136,-111.6401536,nan,nan,-75.00,6.25,171,2022-03-28 09:38:20.432665
40.2459136,-111.6401536,nan,nan,-76.00,6.25,172,2022-03-28 09:38:21.423459
40.2459488,-111.6402048,nan,nan,-76.00,6.50,173,2022-03-28 09:38:22.789748
40.2459584,-111.6402176,nan,nan,-74.00,6.50,174,2022-03-28 09:38:23.781387
40.2459584,-111.6402176,nan,nan,-76.00,7.00,175,2022-03-28 09:38:24.772218
40.2459584,-111.6402176,nan,nan,-79.00,6.50,176,2022-03-28 09:38:26.313066
40.2459488,-111.6402176,nan,nan,-76.00,6.25,177,2022-03-28 09:38:27.304713
40.2459424,-111.6402176,nan,nan,-81.00,5.75,178,2022-03-28 09:38:28.296098
40.2459392,-111.6402176,nan,nan,-85.00,5.75,179,2022-03-28 09:38:29.441769
40.2459392,-111.6402176,nan,nan,-86.00,6.00,180,2022-03-28 09:38:30.433240
40.2459392,-111.6402176,nan,nan,-88.00,5.75,181,2022-03-28 09:38:31.424439
40.2459392,-111.6402176,nan,nan,-87.00,5.25,182,2022-03-28 09:38:32.416564
40.24592,-111.6402176,nan,nan,-85.00,6.00,184,2022-03-28 09:38:35.250065
40.24592,-111.6402176,-46.00,-47.00,-81.00,6.50,185,2022-03-28 09:38:36.256198
40.24592,-111.6402176,-47.00,-47.00,-80.00,7.00,186,2022-03-28 09:38:37.401541
40.2459552,-111.6402048,nan,nan,-80.00,6.25,187,2022-03-28 09:38:38.660669
40.245968,-111.6402048,nan,nan,-80.00,6.50,188,2022-03-28 09:38:39.415655
40.245968,-111.6402048,nan,nan,-80.00,6.50,189,2022-03-28 09:38:40.406988
40.2460128,-111.6401664,-49.00,-51.00,-93.00,4.50,191,2022-03-28 09:38:43.248956
40.2460128,-111.6401664,-51.00,-50.00,-87.00,6.00,192,2022-03-28 09:38:44.833549
40.2460096,-111.6401664,nan,nan,-97.00,4.75,193,2022-03-28 09:38:46.157249
40.2460128,-111.6401792,nan,nan,-81.00,6.50,194,2022-03-28 09:38:46.323019
40.2460224,-111.6402048,nan,nan,-85.00,6.00,195,2022-03-28 09:38:47.317204
40.2460576,-111.6402688,nan,nan,-83.00,6.75,196,2022-03-28 09:38:48.447657
40.2460704,-111.6402816,nan,nan,-82.00,6.25,197,2022-03-28 09:38:49.439297
40.2460704,-111.6402816,nan,nan,-84.00,6.50,198,2022-03-28 09:38:50.429939
40.2460768,-111.6403072,nan,nan,-89.00,6.00,200,2022-03-28 09:38:53.244679
40.2460768,-111.6403072,nan,nan,-83.00,6.25,201,2022-03-28 09:38:54.314426
40.2460768,-111.6402944,nan,nan,-80.00,6.25,202,2022-03-28 09:38:55.305980
40.2460768,-111.6402688,nan,nan,-80.00,6.25,203,2022-03-28 09:38:56.297273
40.2460672,-111.6402176,nan,nan,-81.00,5.75,204,2022-03-28 09:38:57.821890
40.246064,-111.640192,nan,nan,-79.00,6.50,205,2022-03-28 09:38:58.813210
40.246064,-111.640192,nan,nan,-79.00,6.00,206,2022-03-28 09:38:59.803991
40.246064,-111.640192,nan,nan,-79.00,6.50,207,2022-03-28 09:39:01.297782
40.2460576,-111.6401024,-43.00,-44.00,-90.00,5.75,208,2022-03-28 09:39:02.303933
40.2460448,-111.640064,-42.00,-44.00,-96.00,4.25,209,2022-03-28 09:39:03.446235
40.2460416,-111.64,nan,nan,-88.00,5.75,210,2022-03-28 09:39:04.557824
40.2460384,-111.6399616,nan,nan,-84.00,6.50,211,2022-03-28 09:39:05.424135
40.2460384,-111.6399616,nan,nan,-81.00,6.00,212,2022-03-28 09:39:06.414818
40.2460384,-111.639936,nan,nan,-85.00,4.75,213,2022-03-28 09:39:07.407538
40.2460352,-111.639872,nan,nan,-80.00,6.00,215,2022-03-28 09:39:10.217089
40.2460352,-111.639872,nan,nan,-84.00,6.00,216,2022-03-28 09:39:11.208525
40.2460352,-111.639872,nan,nan,-84.00,6.25,217,2022-03-28 09:39:12.201518
40.2460352,-111.639872,nan,nan,-86.00,6.25,218,2022-03-28 09:39:13.193061
40.2460352,-111.639872,-41.00,-49.00,-97.00,5.50,219,2022-03-28 09:39:14.200652
40.2460352,-111.639872,nan,nan,-88.00,5.75,220,2022-03-28 09:39:15.302340
40.2460352,-111.639872,nan,nan,-93.00,6.00,221,2022-03-28 09:39:16.189393
40.2460352,-111.639872,nan,nan,-86.00,6.00,222,2022-03-28 09:39:17.181504
40.2460352,-111.639872,nan,nan,-92.00,6.00,223,2022-03-28 09:39:18.174090
40.2460352,-111.639872,nan,nan,-99.00,4.50,224,2022-03-28 09:39:19.165661
40.2460352,-111.639872,nan,nan,-90.00,4.75,225,2022-03-28 09:39:20.158998
40.2460352,-111.639872,nan,nan,-91.00,5.75,226,2022-03-28 09:39:21.150813
40.2460352,-111.639872,nan,nan,-85.00,5.25,227,2022-03-28 09:39:22.144206
40.2460352,-111.639872,nan,nan,-99.00,5.00,228,2022-03-28 09:39:23.136275
40.2460352,-111.639872,nan,nan,-88.00,6.00,229,2022-03-28 09:39:24.129300
40.2460352,-111.639872,nan,nan,-88.00,6.50,230,2022-03-28 09:39:25.121336
40.2460352,-111.639872,nan,nan,-88.00,5.50,231,2022-03-28 09:39:26.114646
40.2460352,-111.639872,nan,nan,-92.00,5.50,232,2022-03-28 09:39:27.106655
40.2460352,-111.639872,nan,-44.00,-88.00,6.25,233,2022-03-28 09:39:28.107447
40.2460352,-111.639872,-40.00,-44.00,-81.00,6.50,234,2022-03-28 09:39:29.301545
40.2460352,-111.639872,-41.00,nan,-79.00,6.50,235,2022-03-28 09:39:30.407124
40.2460352,-111.639872,nan,nan,-78.00,6.00,236,2022-03-28 09:39:31.685590
40.2460352,-111.639872,nan,nan,-81.00,6.00,237,2022-03-28 09:39:32.106982
40.2460352,-111.639872,nan,nan,-97.00,4.50,238,2022-03-28 09:39:33.098787
40.2460352,-111.639872,nan,nan,-85.00,5.75,239,2022-03-28 09:39:34.092237
40.2460352,-111.639872,nan,nan,-73.00,6.50,240,2022-03-28 09:39:35.084277
40.2460352,-111.639872,nan,nan,-85.00,6.00,241,2022-03-28 09:39:36.077642
40.2460352,-111.639872,nan,nan,-76.00,6.50,242,2022-03-28 09:39:37.069563
40.2460352,-111.639872,nan,nan,-82.00,6.00,243,2022-03-28 09:39:38.062813
40.2460352,-111.639872,nan,nan,-73.00,6.50,244,2022-03-28 09:39:39.054755
40.2460352,-111.639872,nan,nan,-74.00,6.00,245,2022-03-28 09:39:40.048350
40.2460352,-111.639872,nan,nan,-75.00,6.25,246,2022-03-28 09:39:41.040786
40.2460352,-111.639872,nan,nan,-85.00,6.25,247,2022-03-28 09:39:42.033661
40.2460352,-111.639872,nan,nan,-79.00,6.25,248,2022-03-28 09:39:43.025524
40.2460352,-111.639872,nan,nan,-83.00,6.00,249,2022-03-28 09:39:44.018874
40.2460352,-111.639872,nan,nan,-86.00,6.25,250,2022-03-28 09:39:45.010793
40.2460352,-111.639872,nan,nan,-84.00,5.25,251,2022-03-28 09:39:46.004217
40.2460352,-111.639872,nan,nan,-81.00,6.00,252,2022-03-28 09:39:46.996024
